BATCH,DATE,ACCOUNT,ACCOUNT DESCRIPTION,DR,CR
625,2031-04-04,401,Sales Revenue,0,3908.79
625,2031-04-04,501,Cost of Goods Sold,2540.7135,0
625,2031-04-04,103,Inventory,0,2540.7135
625,2031-04-04,101,Cash,3908.79,0
625,Description:,Sales completed,,,,
625,2031-04-14,301,Owner's Equity,0,1368.0764999999665
626,2031-04-14,101,Cash,0,9261.61
626,2031-04-14,202,Loan Payable,9261.61,0
626,Description:,Bank interactions,,,,
626,2031-04-16,301,Owner's Equity,1.1641532182693481e-10,0
627,Description:,Goods exchanged for money,,,,
628,2031-04-22,401,Sales Revenue,0,3645.3
628,2031-04-22,501,Cost of Goods Sold,2369.445,0
628,2031-04-22,103,Inventory,0,2369.445
628,2031-04-22,101,Cash,3645.3,0
628,Description:,Items sold,,,,
628,2031-04-28,301,Owner's Equity,0,1275.8550000000978
629,Description:,Goods exchanged for money,,,,
630,2031-05-02,103,Inventory,3736.21,0
630,2031-05-02,201,Accounts Payable,0,3736.21
630,Description:,Restocking products,,,,
631,2031-05-08,101,Cash,5669.13,0
631,2031-05-08,202,Loan Payable,0,5669.13
631,Description:,Loan activity,,,,
631,2031-05-17,301,Owner's Equity,0,1.1641532182693481e-10
632,2031-05-17,101,Cash,0,9738.08
632,2031-05-17,202,Loan Payable,9738.08,0
632,Description:,Loan account adjustments,,,,
632,2031-05-25,301,Owner's Equity,1.1641532182693481e-10,0
633,2031-05-25,201,Accounts Payable,1468.68,0
633,2031-05-25,101,Cash,0,1468.68
633,Description:,Reduced payable amount,,,,
633,2031-06-04,301,Owner's Equity,0,1.1641532182693481e-10
634,Description:,Goods exchanged for money,,,,
635,2031-06-05,201,Accounts Payable,1641.69,0
635,2031-06-05,101,Cash,0,1641.69
635,Description:,Debt payment,,,,
636,2031-06-14,201,Accounts Payable,1625.62,0
636,2031-06-14,101,Cash,0,1625.62
636,Description:,Debt payment,,,,
636,2031-06-17,301,Owner's Equity,1.1641532182693481e-10,0
637,Description:,Items sold,ANOMALY,,,
638,2031-06-27,101,Cash,0,85371.4
638,2031-06-27,202,Loan Payable,85371.4,0
638,Description:,Loan account adjustments,ANOMALY,,,
638,2031-07-02,301,Owner's Equity,0,1.1641532182693481e-10
639,2031-07-02,401,Sales Revenue,0,6092.52
639,2031-07-02,501,Cost of Goods Sold,3960.1380000000004,0
639,2031-07-02,103,Inventory,0,3960.1380000000004
639,2031-07-02,102,Accounts Receivable,6092.52,0
639,Description:,Goods exchanged for money,,,,
639,2031-07-04,301,Owner's Equity,0,2132.3819999999832
640,Description:,Sales completed,,,,
641,Description:,Sales completed,,,,
642,2031-07-17,201,Accounts Payable,1858.57,0
642,2031-07-17,101,Cash,0,1858.57
642,Description:,Paid off a creditor,,,,
643,2031-07-25,103,Inventory,1866.95,0
643,2031-07-25,201,Accounts Payable,0,1866.95
643,Description:,Goods purchased,,,,
644,Description:,Sales completed,,,,
645,2031-08-03,201,Accounts Payable,750.85,0
645,2031-08-03,101,Cash,0,750.85
645,Description:,Paid off a creditor,,,,
645,2031-08-05,301,Owner's Equity,1.1641532182693481e-10,0
646,2031-08-05,201,Accounts Payable,1996.2,0
646,2031-08-05,101,Cash,0,1996.2
646,Description:,Reduced payable amount,,,,
646,2031-08-10,301,Owner's Equity,0,1.1641532182693481e-10
647,2031-08-10,101,Cash,0,92338.79999999999
647,2031-08-10,202,Loan Payable,92338.79999999999,0
647,Description:,Loan account adjustments,ANOMALY,,,
647,2031-08-18,301,Owner's Equity,1.1641532182693481e-10,0
648,Description:,Goods exchanged for money,,,,
649,2031-08-20,103,Inventory,1015.56,0
649,2031-08-20,201,Accounts Payable,0,1015.56
649,Description:,Goods purchased,,,,
649,2031-08-28,301,Owner's Equity,1.1641532182693481e-10,0
650,2031-08-28,101,Cash,0,6101.82
650,2031-08-28,202,Loan Payable,6101.82,0
650,Description:,Loan account adjustments,,,,
650,2031-09-05,301,Owner's Equity,1.1641532182693481e-10,0
651,Description:,Goods exchanged for money,,,,
652,2031-09-11,201,Accounts Payable,7448.200000000001,0
652,2031-09-11,101,Cash,0,7448.200000000001
652,Description:,Debt payment,ANOMALY,,,
652,2031-09-17,301,Owner's Equity,0,1.1641532182693481e-10
653,2031-09-17,201,Accounts Payable,1724.75,0
653,2031-09-17,101,Cash,0,1724.75
653,Description:,Debt payment,,,,
654,2031-09-19,103,Inventory,3500.18,0
654,2031-09-19,201,Accounts Payable,0,3500.18
654,Description:,Goods purchased,,,,
655,2031-09-23,101,Cash,0,5959.56
655,2031-09-23,202,Loan Payable,5959.56,0
655,Description:,Bank interactions,,,,
656,2031-09-25,401,Sales Revenue,0,7234.76
656,2031-09-25,501,Cost of Goods Sold,4702.594,0
656,2031-09-25,103,Inventory,0,4702.594
656,2031-09-25,101,Cash,7234.76,0
656,Description:,Items sold,,,,
656,2031-10-03,301,Owner's Equity,0,2532.1659999999683
657,2031-10-03,103,Inventory,4870.27,0
657,2031-10-03,201,Accounts Payable,0,4870.27
657,Description:,Goods purchased,,,,
657,2031-10-09,301,Owner's Equity,0,1.1641532182693481e-10
658,2031-10-09,401,Sales Revenue,0,4190.25
658,2031-10-09,501,Cost of Goods Sold,2723.6625,0
658,2031-10-09,103,Inventory,0,2723.6625
658,2031-10-09,101,Cash,4190.25,0
658,Description:,Goods exchanged for money,,,,
658,2031-10-11,301,Owner's Equity,0,1466.5875000000233
659,2031-10-11,401,Sales Revenue,0,4711.59
659,2031-10-11,501,Cost of Goods Sold,3062.5335,0
659,2031-10-11,103,Inventory,0,3062.5335
659,2031-10-11,101,Cash,4711.59,0
659,Description:,Items sold,,,,
659,2031-10-20,301,Owner's Equity,0,1649.0565000000643
660,2031-10-20,502,Rent Expense,1337.14,0
660,2031-10-20,503,Salary Expense,4549.68,0
660,2031-10-20,101,Cash,0,5886.820000000001
660,Description:,Monthly bills paid,,,,
660,2031-10-23,301,Owner's Equity,5886.820000000065,0
661,Description:,Goods exchanged for money,,,,
662,2031-10-29,201,Accounts Payable,1081.98,0
662,2031-10-29,101,Cash,0,1081.98
662,Description:,Paid off a creditor,,,,
663,2031-10-30,103,Inventory,2157.44,0
663,2031-10-30,201,Accounts Payable,0,2157.44
663,Description:,Restocking products,,,,
663,2031-11-09,301,Owner's Equity,1.1641532182693481e-10,0
664,2031-11-09,401,Sales Revenue,0,5758.56
664,2031-11-09,501,Cost of Goods Sold,3743.0640000000003,0
664,2031-11-09,103,Inventory,0,3743.0640000000003
664,2031-11-09,102,Accounts Receivable,5758.56,0
664,Description:,Sales completed,,,,
664,2031-11-14,301,Owner's Equity,0,2015.4960000000428
665,2031-11-14,103,Inventory,42630.9,0
665,2031-11-14,201,Accounts Payable,0,42630.9
665,Description:,Added to inventory,ANOMALY,,,
665,2031-11-22,301,Owner's Equity,1.1641532182693481e-10,0
666,2031-11-22,201,Accounts Payable,1180.91,0
666,2031-11-22,101,Cash,0,1180.91
666,Description:,Debt payment,,,,
666,2031-11-28,301,Owner's Equity,0,1.1641532182693481e-10
667,2031-11-28,103,Inventory,2366.57,0
667,2031-11-28,201,Accounts Payable,0,2366.57
667,Description:,Added to inventory,,,,
667,2031-11-30,301,Owner's Equity,0,1.1641532182693481e-10
668,2031-11-30,401,Sales Revenue,0,9990.16
668,2031-11-30,501,Cost of Goods Sold,6493.604,0
668,2031-11-30,103,Inventory,0,6493.604
668,2031-11-30,101,Cash,9990.16,0
668,Description:,Goods exchanged for money,,,,
668,2031-12-04,301,Owner's Equity,0,3496.555999999866
669,2031-12-04,201,Accounts Payable,1804.67,0
669,2031-12-04,101,Cash,0,1804.67
669,Description:,Reduced payable amount,,,,
670,2031-12-09,401,Sales Revenue,0,2731.14
670,2031-12-09,501,Cost of Goods Sold,1775.241,0
670,2031-12-09,103,Inventory,0,1775.241
670,2031-12-09,101,Cash,2731.14,0
670,Description:,Sales completed,,,,
670,2031-12-11,301,Owner's Equity,0,955.8989999999758
671,2031-12-11,101,Cash,0,8311.53
671,2031-12-11,202,Loan Payable,8311.53,0
671,Description:,Loan account adjustments,,,,
672,2031-12-15,101,Cash,0,6758.15
672,2031-12-15,202,Loan Payable,6758.15,0
672,Description:,Loan activity,,,,
672,2031-12-16,301,Owner's Equity,0,2.3283064365386963e-10
673,2031-12-16,401,Sales Revenue,0,5081.14
673,2031-12-16,501,Cost of Goods Sold,3302.7410000000004,0
673,2031-12-16,103,Inventory,0,3302.7410000000004
673,2031-12-16,101,Cash,5081.14,0
673,Description:,Sales completed,,,,
673,2031-12-19,301,Owner's Equity,0,1778.3989999998594
674,2031-12-19,401,Sales Revenue,0,3370.56
674,2031-12-19,501,Cost of Goods Sold,2190.864,0
674,2031-12-19,103,Inventory,0,2190.864
674,2031-12-19,101,Cash,3370.56,0
674,Description:,Goods exchanged for money,,,,
674,2031-12-21,301,Owner's Equity,0,1179.6959999999963
675,2031-12-21,101,Cash,0,8050.44
675,2031-12-21,202,Loan Payable,8050.44,0
675,Description:,Loan activity,,,,
676,2031-12-27,201,Accounts Payable,1794.52,0
676,2031-12-27,101,Cash,0,1794.52
676,Description:,Paid off a creditor,,,,
676,2032-01-04,301,Owner's Equity,1.1641532182693481e-10,0
677,2032-01-04,502,Rent Expense,1029.51,0
677,2032-01-04,503,Salary Expense,2577.41,0
677,2032-01-04,101,Cash,0,3606.92
677,Description:,Monthly bills paid,,,,
677,2032-01-14,301,Owner's Equity,3606.9199999999255,0
678,2032-01-14,401,Sales Revenue,0,4943.1
678,2032-01-14,501,Cost of Goods Sold,3213.0150000000003,0
678,2032-01-14,103,Inventory,0,3213.0150000000003
678,2032-01-14,102,Accounts Receivable,4943.1,0
678,Description:,Sales completed,,,,
678,2032-01-17,301,Owner's Equity,0,1730.0849999999627
679,2032-01-17,101,Cash,0,6018.93
679,2032-01-17,202,Loan Payable,6018.93,0
679,Description:,Bank interactions,,,,
679,2032-01-26,301,Owner's Equity,0,1.1641532182693481e-10
680,2032-01-26,401,Sales Revenue,0,7335.41
680,2032-01-26,501,Cost of Goods Sold,4768.0165,0
680,2032-01-26,103,Inventory,0,4768.0165
680,2032-01-26,101,Cash,7335.41,0
680,Description:,Goods exchanged for money,,,,
680,2032-02-05,301,Owner's Equity,0,2567.3935000000056
681,2032-02-05,401,Sales Revenue,0,3592.24
681,2032-02-05,501,Cost of Goods Sold,2334.956,0
681,2032-02-05,103,Inventory,0,2334.956
681,2032-02-05,101,Cash,3592.24,0
681,Description:,Items sold,,,,
681,2032-02-15,301,Owner's Equity,0,1257.283999999985
682,2032-02-15,103,Inventory,1164.49,0
682,2032-02-15,201,Accounts Payable,0,1164.49
682,Description:,Restocking products,,,,
683,2032-02-24,201,Accounts Payable,628.93,0
683,2032-02-24,101,Cash,0,628.93
683,Description:,Paid off a creditor,,,,
683,2032-03-02,301,Owner's Equity,0,1.1641532182693481e-10
684,2032-03-02,401,Sales Revenue,0,3809.58
684,2032-03-02,501,Cost of Goods Sold,2476.227,0
684,2032-03-02,103,Inventory,0,2476.227
684,2032-03-02,101,Cash,3809.58,0
684,Description:,Goods exchanged for money,,,,
684,2032-03-08,301,Owner's Equity,0,1333.3530000001192
685,2032-03-08,502,Rent Expense,1319.09,0
685,2032-03-08,503,Salary Expense,3025.68,0
685,2032-03-08,101,Cash,0,4344.7699999999995
685,Description:,Regular expenses,,,,
685,2032-03-17,301,Owner's Equity,4344.770000000019,0
686,2032-03-17,103,Inventory,4569.67,0
686,2032-03-17,201,Accounts Payable,0,4569.67
686,Description:,Added to inventory,,,,
686,2032-03-18,301,Owner's Equity,1.1641532182693481e-10,0
687,2032-03-18,103,Inventory,2797.87,0
687,2032-03-18,201,Accounts Payable,0,2797.87
687,Description:,Added to inventory,,,,
688,2032-03-26,401,Sales Revenue,0,8884.2
688,2032-03-26,501,Cost of Goods Sold,5774.7300000000005,0
688,2032-03-26,103,Inventory,0,5774.7300000000005
688,2032-03-26,101,Cash,8884.2,0
688,Description:,Goods exchanged for money,,,,
688,2032-03-27,301,Owner's Equity,0,3109.469999999972
689,2032-03-27,201,Accounts Payable,896.81,0
689,2032-03-27,101,Cash,0,896.81
689,Description:,Debt payment,,,,
689,2032-04-04,301,Owner's Equity,1.1641532182693481e-10,0
690,2032-04-04,201,Accounts Payable,1981.35,0
690,2032-04-04,101,Cash,0,1981.35
690,Description:,Debt payment,,,,
691,2032-04-11,401,Sales Revenue,0,9468.92
691,2032-04-11,501,Cost of Goods Sold,6154.798000000001,0
691,2032-04-11,103,Inventory,0,6154.798000000001
691,2032-04-11,101,Cash,9468.92,0
691,Description:,Goods exchanged for money,,,,
691,2032-04-13,301,Owner's Equity,0,3314.121999999974
692,2032-04-13,201,Accounts Payable,1833.72,0
692,2032-04-13,101,Cash,0,1833.72
692,Description:,Debt payment,,,,
693,2032-04-18,201,Accounts Payable,663.37,0
693,2032-04-18,101,Cash,0,663.37
693,Description:,Reduced payable amount,,,,
693,2032-04-27,301,Owner's Equity,1.1641532182693481e-10,0
694,2032-04-27,401,Sales Revenue,0,6617.74
694,2032-04-27,501,Cost of Goods Sold,4301.531,0
694,2032-04-27,103,Inventory,0,4301.531
694,2032-04-27,101,Cash,6617.74,0
694,Description:,Items sold,,,,
694,2032-04-30,301,Owner's Equity,0,2316.2089999999152
695,2032-04-30,103,Inventory,2693.5,0
695,2032-04-30,201,Accounts Payable,0,2693.5
695,Description:,Restocking products,,,,
696,2032-05-08,201,Accounts Payable,795.27,0
696,2032-05-08,101,Cash,0,795.27
696,Description:,Debt payment,,,,
697,2032-05-17,101,Cash,0,7568.62
697,2032-05-17,202,Loan Payable,7568.62,0
697,Description:,Loan activity,,,,
697,2032-05-23,301,Owner's Equity,1.1641532182693481e-10,0
698,2032-05-23,401,Sales Revenue,0,3589.94
698,2032-05-23,501,Cost of Goods Sold,2333.4610000000002,0
698,2032-05-23,103,Inventory,0,2333.4610000000002
698,2032-05-23,101,Cash,3589.94,0
698,Description:,Goods exchanged for money,,,,
698,2032-06-02,301,Owner's Equity,0,1256.4789999999339
699,2032-06-02,401,Sales Revenue,0,6917.06
699,2032-06-02,501,Cost of Goods Sold,4496.089000000001,0
699,2032-06-02,103,Inventory,0,4496.089000000001
699,2032-06-02,101,Cash,6917.06,0
699,Description:,Items sold,,,,
699,2032-06-12,301,Owner's Equity,0,2420.971000000136
700,2032-06-12,401,Sales Revenue,0,10287.83
700,2032-06-12,501,Cost of Goods Sold,6687.0895,0
700,2032-06-12,103,Inventory,0,6687.0895
700,2032-06-12,101,Cash,10287.83,0
700,Description:,Goods exchanged for money,,,,
700,2032-06-17,301,Owner's Equity,0,3600.7405000000726
701,Description:,Items sold,,,,
702,2032-06-19,101,Cash,0,9694.59
702,2032-06-19,202,Loan Payable,9694.59,0
702,Description:,Loan activity,,,,
702,2032-06-24,301,Owner's Equity,1.1641532182693481e-10,0
703,Description:,Items sold,,,,
704,Description:,Goods exchanged for money,,,,
705,2032-07-04,201,Accounts Payable,550.21,0
705,2032-07-04,101,Cash,0,550.21
705,Description:,Paid off a creditor,,,,
706,Description:,Sales completed,,,,
707,2032-07-12,103,Inventory,709.39,0
707,2032-07-12,201,Accounts Payable,0,709.39
707,Description:,Restocking products,,,,
708,2032-07-15,201,Accounts Payable,751.85,0
708,2032-07-15,101,Cash,0,751.85
708,Description:,Reduced payable amount,,,,
708,2032-07-25,301,Owner's Equity,1.1641532182693481e-10,0
709,Description:,Sales completed,,,,
710,2032-08-02,101,Cash,0,6436.21
710,2032-08-02,202,Loan Payable,6436.21,0
710,Description:,Loan activity,,,,
711,Description:,Sales completed,,,,
712,2032-08-20,103,Inventory,3013.94,0
712,2032-08-20,201,Accounts Payable,0,3013.94
712,Description:,Goods purchased,,,,
713,2032-08-27,101,Cash,0,6694.68
713,2032-08-27,202,Loan Payable,6694.68,0
713,Description:,Bank interactions,,,,
713,2032-08-30,301,Owner's Equity,0,1.1641532182693481e-10
714,Description:,Items sold,ANOMALY,,,
715,2032-09-07,103,Inventory,2392.65,0
715,2032-09-07,201,Accounts Payable,0,2392.65
715,Description:,Goods purchased,,,,
716,2032-09-10,201,Accounts Payable,1009.05,0
716,2032-09-10,101,Cash,0,1009.05
716,Description:,Debt payment,,,,
716,2032-09-19,301,Owner's Equity,1.1641532182693481e-10,0
717,2032-09-19,101,Cash,0,8331.08
717,2032-09-19,202,Loan Payable,8331.08,0
717,Description:,Bank interactions,,,,
718,2032-09-25,401,Sales Revenue,0,7642.59
718,2032-09-25,501,Cost of Goods Sold,4967.6835,0
718,2032-09-25,103,Inventory,0,4967.6835
718,2032-09-25,101,Cash,7642.59,0
718,Description:,Goods exchanged for money,,,,
718,2032-09-30,301,Owner's Equity,0,2674.906500000041
719,Description:,Sales completed,,,,
720,2032-10-04,201,Accounts Payable,1490.09,0
720,2032-10-04,101,Cash,0,1490.09
720,Description:,Paid off a creditor,,,,
721,2032-10-05,101,Cash,0,9067.0
721,2032-10-05,202,Loan Payable,9067.0,0
721,Description:,Loan activity,,,,
722,2032-10-08,201,Accounts Payable,692.33,0
722,2032-10-08,101,Cash,0,692.33
722,Description:,Paid off a creditor,,,,
722,2032-10-13,301,Owner's Equity,1.1641532182693481e-10,0
723,2032-10-13,101,Cash,0,9154.45
723,2032-10-13,202,Loan Payable,9154.45,0
723,Description:,Loan account adjustments,,,,
724,Description:,Items sold,ANOMALY,,,
725,Description:,Items sold,,,,
726,Description:,Sales completed,,,,
727,2032-10-30,201,Accounts Payable,1742.47,0
727,2032-10-30,101,Cash,0,1742.47
727,Description:,Debt payment,,,,
728,2032-11-03,103,Inventory,4150.89,0
728,2032-11-03,201,Accounts Payable,0,4150.89
728,Description:,Added to inventory,,,,
729,2032-11-06,401,Sales Revenue,0,5682.19
729,2032-11-06,501,Cost of Goods Sold,3693.4235,0
729,2032-11-06,103,Inventory,0,3693.4235
729,2032-11-06,102,Accounts Receivable,5682.19,0
729,Description:,Sales completed,,,,
729,2032-11-12,301,Owner's Equity,0,1988.7664999999106
730,2032-11-12,502,Rent Expense,1986.14,0
730,2032-11-12,503,Salary Expense,4119.92,0
730,2032-11-12,101,Cash,0,6106.06
730,Description:,Regular expenses,,,,
730,2032-11-22,301,Owner's Equity,6106.060000000056,0
731,2032-11-22,101,Cash,6403.79,0
731,2032-11-22,202,Loan Payable,0,6403.79
731,Description:,Loan account adjustments,,,,
732,Description:,Sales completed,,,,
733,Description:,Goods exchanged for money,,,,
734,2032-12-07,103,Inventory,1430.82,0
734,2032-12-07,201,Accounts Payable,0,1430.82
734,Description:,Added to inventory,,,,
734,2032-12-08,301,Owner's Equity,0,1.1641532182693481e-10
735,2032-12-08,103,Inventory,4455.56,0
735,2032-12-08,201,Accounts Payable,0,4455.56
735,Description:,Added to inventory,,,,
735,2032-12-14,301,Owner's Equity,1.1641532182693481e-10,0
736,2032-12-14,502,Rent Expense,931.32,0
736,2032-12-14,503,Salary Expense,3306.41,0
736,2032-12-14,101,Cash,0,4237.73
736,Description:,Regular expenses,,,,
736,2032-12-15,301,Owner's Equity,4237.729999999981,0
737,2032-12-15,101,Cash,0,8728.5
737,2032-12-15,202,Loan Payable,8728.5,0
737,Description:,Bank interactions,,,,
738,2032-12-18,101,Cash,0,5072.85
738,2032-12-18,202,Loan Payable,5072.85,0
738,Description:,Loan activity,,,,
739,2032-12-25,103,Inventory,1091.96,0
739,2032-12-25,201,Accounts Payable,0,1091.96
739,Description:,Added to inventory,,,,
739,2032-12-28,301,Owner's Equity,0,1.1641532182693481e-10
740,2032-12-28,502,Rent Expense,1242.74,0
740,2032-12-28,503,Salary Expense,4156.28,0
740,2032-12-28,101,Cash,0,5399.0199999999995
740,Description:,Operational costs deducted,,,,
740,2033-01-05,301,Owner's Equity,5399.020000000019,0
741,2033-01-05,101,Cash,0,7329.59
741,2033-01-05,202,Loan Payable,7329.59,0
741,Description:,Loan account adjustments,,,,
742,2033-01-09,201,Accounts Payable,700.43,0
742,2033-01-09,101,Cash,0,700.43
742,Description:,Paid off a creditor,,,,
742,2033-01-19,301,Owner's Equity,0,1.1641532182693481e-10
743,2033-01-19,103,Inventory,1824.52,0
743,2033-01-19,201,Accounts Payable,0,1824.52
743,Description:,Restocking products,,,,
744,2033-01-25,101,Cash,6026.36,0
744,2033-01-25,202,Loan Payable,0,6026.36
744,Description:,Loan activity,,,,
745,2033-01-26,101,Cash,0,8449.1
745,2033-01-26,202,Loan Payable,8449.1,0
745,Description:,Loan activity,,,,
746,2033-01-31,201,Accounts Payable,1678.58,0
746,2033-01-31,101,Cash,0,1678.58
746,Description:,Paid off a creditor,,,,
746,2033-02-01,301,Owner's Equity,1.1641532182693481e-10,0
747,2033-02-01,103,Inventory,3842.9,0
747,2033-02-01,201,Accounts Payable,0,3842.9
747,Description:,Restocking products,,,,
747,2033-02-11,301,Owner's Equity,1.1641532182693481e-10,0
748,2033-02-11,401,Sales Revenue,0,3704.31
748,2033-02-11,501,Cost of Goods Sold,2407.8015,0
748,2033-02-11,103,Inventory,0,2407.8015
748,2033-02-11,101,Cash,3704.31,0
748,Description:,Items sold,,,,
748,2033-02-19,301,Owner's Equity,0,1296.5085000001127
749,2033-02-19,101,Cash,0,7824.84
749,2033-02-19,202,Loan Payable,7824.84,0
749,Description:,Loan account adjustments,,,,
750,2033-02-25,103,Inventory,828.41,0
750,2033-02-25,201,Accounts Payable,0,828.41
750,Description:,Added to inventory,,,,
750,2033-03-04,301,Owner's Equity,0,1.1641532182693481e-10
751,2033-03-04,201,Accounts Payable,1577.17,0
751,2033-03-04,101,Cash,0,1577.17
751,Description:,Debt payment,,,,
752,2033-03-13,103,Inventory,937.48,0
752,2033-03-13,201,Accounts Payable,0,937.48
752,Description:,Goods purchased,,,,
753,2033-03-15,101,Cash,0,9252.9
753,2033-03-15,202,Loan Payable,9252.9,0
753,Description:,Loan account adjustments,,,,
754,2033-03-20,201,Accounts Payable,1407.05,0
754,2033-03-20,101,Cash,0,1407.05
754,Description:,Paid off a creditor,,,,
755,2033-03-25,103,Inventory,696.76,0
755,2033-03-25,201,Accounts Payable,0,696.76
755,Description:,Added to inventory,,,,
756,2033-03-28,103,Inventory,2452.14,0
756,2033-03-28,201,Accounts Payable,0,2452.14
756,Description:,Restocking products,,,,
756,2033-04-03,301,Owner's Equity,1.1641532182693481e-10,0
757,2033-04-03,101,Cash,0,5586.54
757,2033-04-03,202,Loan Payable,5586.54,0
757,Description:,Loan activity,,,,
758,2033-04-04,401,Sales Revenue,0,4438.84
758,2033-04-04,501,Cost of Goods Sold,2885.246,0
758,2033-04-04,103,Inventory,0,2885.246
758,2033-04-04,102,Accounts Receivable,4438.84,0
758,Description:,Items sold,,,,
758,2033-04-13,301,Owner's Equity,0,1553.594000000041
759,2033-04-13,401,Sales Revenue,0,3954.84
759,2033-04-13,501,Cost of Goods Sold,2570.646,0
759,2033-04-13,103,Inventory,0,2570.646
759,2033-04-13,102,Accounts Receivable,3954.84,0
759,Description:,Sales completed,,,,
759,2033-04-22,301,Owner's Equity,0,1384.1940000000177
760,2033-04-22,103,Inventory,3358.87,0
760,2033-04-22,201,Accounts Payable,0,3358.87
760,Description:,Goods purchased,,,,
760,2033-04-25,301,Owner's Equity,0,2.3283064365386963e-10
761,2033-04-25,401,Sales Revenue,0,10463.29
761,2033-04-25,501,Cost of Goods Sold,6801.138500000001,0
761,2033-04-25,103,Inventory,0,6801.138500000001
761,2033-04-25,102,Accounts Receivable,10463.29,0
761,Description:,Items sold,,,,
761,2033-05-05,301,Owner's Equity,0,3662.15149999992
762,2033-05-05,401,Sales Revenue,0,6842.21
762,2033-05-05,501,Cost of Goods Sold,4447.4365,0
762,2033-05-05,103,Inventory,0,4447.4365
762,2033-05-05,102,Accounts Receivable,6842.21,0
762,Description:,Sales completed,,,,
762,2033-05-07,301,Owner's Equity,0,2394.7735000000102
763,Description:,Sales completed,,,,
764,2033-05-17,502,Rent Expense,2064.76,0
764,2033-05-17,503,Salary Expense,2868.16,0
764,2033-05-17,101,Cash,0,4932.92
764,Description:,Operational costs deducted,,,,
764,2033-05-24,301,Owner's Equity,4932.9199999999255,0
765,2033-05-24,101,Cash,0,7968.63
765,2033-05-24,202,Loan Payable,7968.63,0
765,Description:,Loan activity,,,,
766,2033-05-30,201,Accounts Payable,1794.83,0
766,2033-05-30,101,Cash,0,1794.83
766,Description:,Reduced payable amount,,,,
766,2033-06-09,301,Owner's Equity,1.1641532182693481e-10,0
767,2033-06-09,401,Sales Revenue,0,2298.67
767,2033-06-09,501,Cost of Goods Sold,1494.1355,0
767,2033-06-09,103,Inventory,0,1494.1355
767,2033-06-09,101,Cash,2298.67,0
767,Description:,Sales completed,,,,
767,2033-06-19,301,Owner's Equity,0,804.5344999999506
768,2033-06-19,201,Accounts Payable,848.27,0
768,2033-06-19,101,Cash,0,848.27
768,Description:,Paid off a creditor,,,,
768,2033-06-28,301,Owner's Equity,1.1641532182693481e-10,0
769,2033-06-28,502,Rent Expense,1134.74,0
769,2033-06-28,503,Salary Expense,3411.18,0
769,2033-06-28,101,Cash,0,4545.92
769,Description:,Operational costs deducted,,,,
769,2033-06-29,301,Owner's Equity,4545.9199999999255,0
770,2033-06-29,103,Inventory,1133.98,0
770,2033-06-29,201,Accounts Payable,0,1133.98
770,Description:,Added to inventory,,,,
771,Description:,Items sold,,,,
772,Description:,Items sold,ANOMALY,,,
773,2033-07-26,101,Cash,98875.40000000001,0
773,2033-07-26,202,Loan Payable,0,98875.40000000001
773,Description:,Loan activity,ANOMALY,,,
773,2033-07-30,301,Owner's Equity,1.1641532182693481e-10,0
774,2033-07-30,201,Accounts Payable,519.12,0
774,2033-07-30,101,Cash,0,519.12
774,Description:,Debt payment,,,,
774,2033-07-31,301,Owner's Equity,1.1641532182693481e-10,0
775,2033-07-31,201,Accounts Payable,721.33,0
775,2033-07-31,101,Cash,0,721.33
775,Description:,Paid off a creditor,,,,
776,2033-08-08,201,Accounts Payable,926.32,0
776,2033-08-08,101,Cash,0,926.32
776,Description:,Paid off a creditor,,,,
776,2033-08-10,301,Owner's Equity,1.1641532182693481e-10,0
777,2033-08-10,103,Inventory,849.45,0
777,2033-08-10,201,Accounts Payable,0,849.45
777,Description:,Added to inventory,,,,
777,2033-08-16,301,Owner's Equity,1.1641532182693481e-10,0
778,Description:,Sales completed,,,,
779,2033-08-25,103,Inventory,1263.47,0
779,2033-08-25,201,Accounts Payable,0,1263.47
779,Description:,Goods purchased,,,,
779,2033-09-04,301,Owner's Equity,0,1.1641532182693481e-10
780,2033-09-04,401,Sales Revenue,0,6405.76
780,2033-09-04,501,Cost of Goods Sold,4163.744000000001,0
780,2033-09-04,103,Inventory,0,4163.744000000001
780,2033-09-04,101,Cash,6405.76,0
780,Description:,Sales completed,,,,
780,2033-09-08,301,Owner's Equity,0,2242.015999999945
781,2033-09-08,103,Inventory,4143.06,0
781,2033-09-08,201,Accounts Payable,0,4143.06
781,Description:,Added to inventory,,,,
781,2033-09-11,301,Owner's Equity,0,1.1641532182693481e-10
782,2033-09-11,201,Accounts Payable,1305.23,0
782,2033-09-11,101,Cash,0,1305.23
782,Description:,Reduced payable amount,,,,
783,2033-09-12,103,Inventory,3685.12,0
783,2033-09-12,201,Accounts Payable,0,3685.12
783,Description:,Restocking products,,,,
784,2033-09-21,101,Cash,0,9793.59
784,2033-09-21,202,Loan Payable,9793.59,0
784,Description:,Loan account adjustments,,,,
784,2033-09-30,301,Owner's Equity,1.1641532182693481e-10,0
785,2033-09-30,101,Cash,0,7226.61
785,2033-09-30,202,Loan Payable,7226.61,0
785,Description:,Loan activity,,,,
785,2033-10-03,301,Owner's Equity,1.1641532182693481e-10,0
786,2033-10-03,401,Sales Revenue,0,6552.65
786,2033-10-03,501,Cost of Goods Sold,4259.2225,0
786,2033-10-03,103,Inventory,0,4259.2225
